"Y";"Y_L1";"Y_L2";"Y_L3";"Y_L4";"Y_L5";"Y_L6";"Y_L7";"Y_L8";"Y_L9";"Y_L10";"Y_L11"
0,00200000000000002;-0,159;-0,526;-1,152;-1,999;-2,678;-2,66;-3,261;-3,748;-4,142;-4,386;-4,623
0,583;0,00200000000000002;-0,159;-0,526;-1,152;-1,999;-2,678;-2,66;-3,261;-3,748;-4,142;-4,386
0,873;0,583;0,00200000000000002;-0,159;-0,526;-1,152;-1,999;-2,678;-2,66;-3,261;-3,748;-4,142
1,06;0,873;0,583;0,00200000000000002;-0,159;-0,526;-1,152;-1,999;-2,678;-2,66;-3,261;-3,748
1,05;1,06;0,873;0,583;0,00200000000000002;-0,159;-0,526;-1,152;-1,999;-2,678;-2,66;-3,261
0,352;1,05;1,06;0,873;0,583;0,00200000000000002;-0,159;-0,526;-1,152;-1,999;-2,678;-2,66
0,19;0,352;1,05;1,06;0,873;0,583;0,00200000000000002;-0,159;-0,526;-1,152;-1,999;-2,678
0,311;0,19;0,352;1,05;1,06;0,873;0,583;0,00200000000000002;-0,159;-0,526;-1,152;-1,999
0,597;0,311;0,19;0,352;1,05;1,06;0,873;0,583;0,00200000000000002;-0,159;-0,526;-1,152
0,877;0,597;0,311;0,19;0,352;1,05;1,06;0,873;0,583;0,00200000000000002;-0,159;-0,526
1,062;0,877;0,597;0,311;0,19;0,352;1,05;1,06;0,873;0,583;0,00200000000000002;-0,159
1,22;1,062;0,877;0,597;0,311;0,19;0,352;1,05;1,06;0,873;0,583;0,00200000000000002
1,459;1,22;1,062;0,877;0,597;0,311;0,19;0,352;1,05;1,06;0,873;0,583
1,389;1,459;1,22;1,062;0,877;0,597;0,311;0,19;0,352;1,05;1,06;0,873
1,268;1,389;1,459;1,22;1,062;0,877;0,597;0,311;0,19;0,352;1,05;1,06
0,999;1,268;1,389;1,459;1,22;1,062;0,877;0,597;0,311;0,19;0,352;1,05
0,986;0,999;1,268;1,389;1,459;1,22;1,062;0,877;0,597;0,311;0,19;0,352
1,324;0,986;0,999;1,268;1,389;1,459;1,22;1,062;0,877;0,597;0,311;0,19
1,378;1,324;0,986;0,999;1,268;1,389;1,459;1,22;1,062;0,877;0,597;0,311
1,726;1,378;1,324;0,986;0,999;1,268;1,389;1,459;1,22;1,062;0,877;0,597
1,745;1,726;1,378;1,324;0,986;0,999;1,268;1,389;1,459;1,22;1,062;0,877
1,796;1,745;1,726;1,378;1,324;0,986;0,999;1,268;1,389;1,459;1,22;1,062
2,07;1,796;1,745;1,726;1,378;1,324;0,986;0,999;1,268;1,389;1,459;1,22
2,257;2,07;1,796;1,745;1,726;1,378;1,324;0,986;0,999;1,268;1,389;1,459
2,574;2,257;2,07;1,796;1,745;1,726;1,378;1,324;0,986;0,999;1,268;1,389
3,022;2,574;2,257;2,07;1,796;1,745;1,726;1,378;1,324;0,986;0,999;1,268
3,401;3,022;2,574;2,257;2,07;1,796;1,745;1,726;1,378;1,324;0,986;0,999
3,66;3,401;3,022;2,574;2,257;2,07;1,796;1,745;1,726;1,378;1,324;0,986
3,956;3,66;3,401;3,022;2,574;2,257;2,07;1,796;1,745;1,726;1,378;1,324
4,556;3,956;3,66;3,401;3,022;2,574;2,257;2,07;1,796;1,745;1,726;1,378
5,348;4,556;3,956;3,66;3,401;3,022;2,574;2,257;2,07;1,796;1,745;1,726
5,943;5,348;4,556;3,956;3,66;3,401;3,022;2,574;2,257;2,07;1,796;1,745
6,182;5,943;5,348;4,556;3,956;3,66;3,401;3,022;2,574;2,257;2,07;1,796
6,355;6,182;5,943;5,348;4,556;3,956;3,66;3,401;3,022;2,574;2,257;2,07
6,85;6,355;6,182;5,943;5,348;4,556;3,956;3,66;3,401;3,022;2,574;2,257
7,23;6,85;6,355;6,182;5,943;5,348;4,556;3,956;3,66;3,401;3,022;2,574
7,169;7,23;6,85;6,355;6,182;5,943;5,348;4,556;3,956;3,66;3,401;3,022
7,152;7,169;7,23;6,85;6,355;6,182;5,943;5,348;4,556;3,956;3,66;3,401
7,216;7,152;7,169;7,23;6,85;6,355;6,182;5,943;5,348;4,556;3,956;3,66
7,62;7,216;7,152;7,169;7,23;6,85;6,355;6,182;5,943;5,348;4,556;3,956
7,588;7,62;7,216;7,152;7,169;7,23;6,85;6,355;6,182;5,943;5,348;4,556
7,273;7,588;7,62;7,216;7,152;7,169;7,23;6,85;6,355;6,182;5,943;5,348
6,563;7,273;7,588;7,62;7,216;7,152;7,169;7,23;6,85;6,355;6,182;5,943
5,848;6,563;7,273;7,588;7,62;7,216;7,152;7,169;7,23;6,85;6,355;6,182
5,713;5,848;6,563;7,273;7,588;7,62;7,216;7,152;7,169;7,23;6,85;6,355
5,73;5,713;5,848;6,563;7,273;7,588;7,62;7,216;7,152;7,169;7,23;6,85
5,387;5,73;5,713;5,848;6,563;7,273;7,588;7,62;7,216;7,152;7,169;7,23
4,974;5,387;5,73;5,713;5,848;6,563;7,273;7,588;7,62;7,216;7,152;7,169
4,749;4,974;5,387;5,73;5,713;5,848;6,563;7,273;7,588;7,62;7,216;7,152
4,464;4,749;4,974;5,387;5,73;5,713;5,848;6,563;7,273;7,588;7,62;7,216
4,233;4,464;4,749;4,974;5,387;5,73;5,713;5,848;6,563;7,273;7,588;7,62
3,821;4,233;4,464;4,749;4,974;5,387;5,73;5,713;5,848;6,563;7,273;7,588
3,671;3,821;4,233;4,464;4,749;4,974;5,387;5,73;5,713;5,848;6,563;7,273
3,735;3,671;3,821;4,233;4,464;4,749;4,974;5,387;5,73;5,713;5,848;6,563
3,72;3,735;3,671;3,821;4,233;4,464;4,749;4,974;5,387;5,73;5,713;5,848
3,494;3,72;3,735;3,671;3,821;4,233;4,464;4,749;4,974;5,387;5,73;5,713
3,461;3,494;3,72;3,735;3,671;3,821;4,233;4,464;4,749;4,974;5,387;5,73
3,329;3,461;3,494;3,72;3,735;3,671;3,821;4,233;4,464;4,749;4,974;5,387
3,091;3,329;3,461;3,494;3,72;3,735;3,671;3,821;4,233;4,464;4,749;4,974
3,164;3,091;3,329;3,461;3,494;3,72;3,735;3,671;3,821;4,233;4,464;4,749
3,028;3,164;3,091;3,329;3,461;3,494;3,72;3,735;3,671;3,821;4,233;4,464
2,951;3,028;3,164;3,091;3,329;3,461;3,494;3,72;3,735;3,671;3,821;4,233
2,962;2,951;3,028;3,164;3,091;3,329;3,461;3,494;3,72;3,735;3,671;3,821
2,756;2,962;2,951;3,028;3,164;3,091;3,329;3,461;3,494;3,72;3,735;3,671
2,745;2,756;2,962;2,951;3,028;3,164;3,091;3,329;3,461;3,494;3,72;3,735
2,549;2,745;2,756;2,962;2,951;3,028;3,164;3,091;3,329;3,461;3,494;3,72
2,53;2,549;2,745;2,756;2,962;2,951;3,028;3,164;3,091;3,329;3,461;3,494
2,298;2,53;2,549;2,745;2,756;2,962;2,951;3,028;3,164;3,091;3,329;3,461
1,911;2,298;2,53;2,549;2,745;2,756;2,962;2,951;3,028;3,164;3,091;3,329
1,714;1,911;2,298;2,53;2,549;2,745;2,756;2,962;2,951;3,028;3,164;3,091
1,548;1,714;1,911;2,298;2,53;2,549;2,745;2,756;2,962;2,951;3,028;3,164
1,44;1,548;1,714;1,911;2,298;2,53;2,549;2,745;2,756;2,962;2,951;3,028
1,362;1,44;1,548;1,714;1,911;2,298;2,53;2,549;2,745;2,756;2,962;2,951
1,044;1,362;1,44;1,548;1,714;1,911;2,298;2,53;2,549;2,745;2,756;2,962
0,769;1,044;1,362;1,44;1,548;1,714;1,911;2,298;2,53;2,549;2,745;2,756
0,468;0,769;1,044;1,362;1,44;1,548;1,714;1,911;2,298;2,53;2,549;2,745
-0,2;0,468;0,769;1,044;1,362;1,44;1,548;1,714;1,911;2,298;2,53;2,549
-0,704;-0,2;0,468;0,769;1,044;1,362;1,44;1,548;1,714;1,911;2,298;2,53
-1,041;-0,704;-0,2;0,468;0,769;1,044;1,362;1,44;1,548;1,714;1,911;2,298
-0,877;-1,041;-0,704;-0,2;0,468;0,769;1,044;1,362;1,44;1,548;1,714;1,911
-0,976;-0,877;-1,041;-0,704;-0,2;0,468;0,769;1,044;1,362;1,44;1,548;1,714
-1,457;-0,976;-0,877;-1,041;-0,704;-0,2;0,468;0,769;1,044;1,362;1,44;1,548
-1,851;-1,457;-0,976;-0,877;-1,041;-0,704;-0,2;0,468;0,769;1,044;1,362;1,44
-2,908;-1,851;-1,457;-0,976;-0,877;-1,041;-0,704;-0,2;0,468;0,769;1,044;1,362
-3,819;-2,908;-1,851;-1,457;-0,976;-0,877;-1,041;-0,704;-0,2;0,468;0,769;1,044
-4,499;-3,819;-2,908;-1,851;-1,457;-0,976;-0,877;-1,041;-0,704;-0,2;0,468;0,769
-5,143;-4,499;-3,819;-2,908;-1,851;-1,457;-0,976;-0,877;-1,041;-0,704;-0,2;0,468
-5,453;-5,143;-4,499;-3,819;-2,908;-1,851;-1,457;-0,976;-0,877;-1,041;-0,704;-0,2
-5,692;-5,453;-5,143;-4,499;-3,819;-2,908;-1,851;-1,457;-0,976;-0,877;-1,041;-0,704
-5,759;-5,692;-5,453;-5,143;-4,499;-3,819;-2,908;-1,851;-1,457;-0,976;-0,877;-1,041
-5,814;-5,759;-5,692;-5,453;-5,143;-4,499;-3,819;-2,908;-1,851;-1,457;-0,976;-0,877
-5,872;-5,814;-5,759;-5,692;-5,453;-5,143;-4,499;-3,819;-2,908;-1,851;-1,457;-0,976
-5,795;-5,872;-5,814;-5,759;-5,692;-5,453;-5,143;-4,499;-3,819;-2,908;-1,851;-1,457
-5,155;-5,795;-5,872;-5,814;-5,759;-5,692;-5,453;-5,143;-4,499;-3,819;-2,908;-1,851
-4,792;-5,155;-5,795;-5,872;-5,814;-5,759;-5,692;-5,453;-5,143;-4,499;-3,819;-2,908
-4,154;-4,792;-5,155;-5,795;-5,872;-5,814;-5,759;-5,692;-5,453;-5,143;-4,499;-3,819
-3,586;-4,154;-4,792;-5,155;-5,795;-5,872;-5,814;-5,759;-5,692;-5,453;-5,143;-4,499
-3,17;-3,586;-4,154;-4,792;-5,155;-5,795;-5,872;-5,814;-5,759;-5,692;-5,453;-5,143
-2,906;-3,17;-3,586;-4,154;-4,792;-5,155;-5,795;-5,872;-5,814;-5,759;-5,692;-5,453
-2,771;-2,906;-3,17;-3,586;-4,154;-4,792;-5,155;-5,795;-5,872;-5,814;-5,759;-5,692
-2,138;-2,771;-2,906;-3,17;-3,586;-4,154;-4,792;-5,155;-5,795;-5,872;-5,814;-5,759
-2,021;-2,138;-2,771;-2,906;-3,17;-3,586;-4,154;-4,792;-5,155;-5,795;-5,872;-5,814
-1,887;-2,021;-2,138;-2,771;-2,906;-3,17;-3,586;-4,154;-4,792;-5,155;-5,795;-5,872
-1,863;-1,887;-2,021;-2,138;-2,771;-2,906;-3,17;-3,586;-4,154;-4,792;-5,155;-5,795
-1,763;-1,863;-1,887;-2,021;-2,138;-2,771;-2,906;-3,17;-3,586;-4,154;-4,792;-5,155
-2,142;-1,763;-1,863;-1,887;-2,021;-2,138;-2,771;-2,906;-3,17;-3,586;-4,154;-4,792
-2,514;-2,142;-1,763;-1,863;-1,887;-2,021;-2,138;-2,771;-2,906;-3,17;-3,586;-4,154
-2,493;-2,514;-2,142;-1,763;-1,863;-1,887;-2,021;-2,138;-2,771;-2,906;-3,17;-3,586
-2,424;-2,493;-2,514;-2,142;-1,763;-1,863;-1,887;-2,021;-2,138;-2,771;-2,906;-3,17
-2,251;-2,424;-2,493;-2,514;-2,142;-1,763;-1,863;-1,887;-2,021;-2,138;-2,771;-2,906
-1,916;-2,251;-2,424;-2,493;-2,514;-2,142;-1,763;-1,863;-1,887;-2,021;-2,138;-2,771
-1,745;-1,916;-2,251;-2,424;-2,493;-2,514;-2,142;-1,763;-1,863;-1,887;-2,021;-2,138
-1,753;-1,745;-1,916;-2,251;-2,424;-2,493;-2,514;-2,142;-1,763;-1,863;-1,887;-2,021
-1,681;-1,753;-1,745;-1,916;-2,251;-2,424;-2,493;-2,514;-2,142;-1,763;-1,863;-1,887
-1,781;-1,681;-1,753;-1,745;-1,916;-2,251;-2,424;-2,493;-2,514;-2,142;-1,763;-1,863
-1,762;-1,781;-1,681;-1,753;-1,745;-1,916;-2,251;-2,424;-2,493;-2,514;-2,142;-1,763
-1,875;-1,762;-1,781;-1,681;-1,753;-1,745;-1,916;-2,251;-2,424;-2,493;-2,514;-2,142
-1,37;-1,875;-1,762;-1,781;-1,681;-1,753;-1,745;-1,916;-2,251;-2,424;-2,493;-2,514
-0,868;-1,37;-1,875;-1,762;-1,781;-1,681;-1,753;-1,745;-1,916;-2,251;-2,424;-2,493
-0,617;-0,868;-1,37;-1,875;-1,762;-1,781;-1,681;-1,753;-1,745;-1,916;-2,251;-2,424
-0,337;-0,617;-0,868;-1,37;-1,875;-1,762;-1,781;-1,681;-1,753;-1,745;-1,916;-2,251
-0,292;-0,337;-0,617;-0,868;-1,37;-1,875;-1,762;-1,781;-1,681;-1,753;-1,745;-1,916
-0,261;-0,292;-0,337;-0,617;-0,868;-1,37;-1,875;-1,762;-1,781;-1,681;-1,753;-1,745
-0,033;-0,261;-0,292;-0,337;-0,617;-0,868;-1,37;-1,875;-1,762;-1,781;-1,681;-1,753
0,376;-0,033;-0,261;-0,292;-0,337;-0,617;-0,868;-1,37;-1,875;-1,762;-1,781;-1,681
0,392;0,376;-0,033;-0,261;-0,292;-0,337;-0,617;-0,868;-1,37;-1,875;-1,762;-1,781
0,434;0,392;0,376;-0,033;-0,261;-0,292;-0,337;-0,617;-0,868;-1,37;-1,875;-1,762
0,666;0,434;0,392;0,376;-0,033;-0,261;-0,292;-0,337;-0,617;-0,868;-1,37;-1,875
0,993;0,666;0,434;0,392;0,376;-0,033;-0,261;-0,292;-0,337;-0,617;-0,868;-1,37
0,774;0,993;0,666;0,434;0,392;0,376;-0,033;-0,261;-0,292;-0,337;-0,617;-0,868
0,596;0,774;0,993;0,666;0,434;0,392;0,376;-0,033;-0,261;-0,292;-0,337;-0,617
0,541;0,596;0,774;0,993;0,666;0,434;0,392;0,376;-0,033;-0,261;-0,292;-0,337
0,477;0,541;0,596;0,774;0,993;0,666;0,434;0,392;0,376;-0,033;-0,261;-0,292
0,611;0,477;0,541;0,596;0,774;0,993;0,666;0,434;0,392;0,376;-0,033;-0,261
0,442;0,611;0,477;0,541;0,596;0,774;0,993;0,666;0,434;0,392;0,376;-0,033
0,359;0,442;0,611;0,477;0,541;0,596;0,774;0,993;0,666;0,434;0,392;0,376
0,018;0,359;0,442;0,611;0,477;0,541;0,596;0,774;0,993;0,666;0,434;0,392
0,021;0,018;0,359;0,442;0,611;0,477;0,541;0,596;0,774;0,993;0,666;0,434
0,034;0,021;0,018;0,359;0,442;0,611;0,477;0,541;0,596;0,774;0,993;0,666
-0,196;0,034;0,021;0,018;0,359;0,442;0,611;0,477;0,541;0,596;0,774;0,993
-0,449;-0,196;0,034;0,021;0,018;0,359;0,442;0,611;0,477;0,541;0,596;0,774
-0,456;-0,449;-0,196;0,034;0,021;0,018;0,359;0,442;0,611;0,477;0,541;0,596
-0,295;-0,456;-0,449;-0,196;0,034;0,021;0,018;0,359;0,442;0,611;0,477;0,541
-0,302;-0,295;-0,456;-0,449;-0,196;0,034;0,021;0,018;0,359;0,442;0,611;0,477
-0,184;-0,302;-0,295;-0,456;-0,449;-0,196;0,034;0,021;0,018;0,359;0,442;0,611
-0,244;-0,184;-0,302;-0,295;-0,456;-0,449;-0,196;0,034;0,021;0,018;0,359;0,442
-4,16333634234434e-17;-0,244;-0,184;-0,302;-0,295;-0,456;-0,449;-0,196;0,034;0,021;0,018;0,359
-0,156;-4,16333634234434e-17;-0,244;-0,184;-0,302;-0,295;-0,456;-0,449;-0,196;0,034;0,021;0,018
-0,22;-0,156;-4,16333634234434e-17;-0,244;-0,184;-0,302;-0,295;-0,456;-0,449;-0,196;0,034;0,021
-0,192;-0,22;-0,156;-4,16333634234434e-17;-0,244;-0,184;-0,302;-0,295;-0,456;-0,449;-0,196;0,034
-0,0900000000000001;-0,192;-0,22;-0,156;-4,16333634234434e-17;-0,244;-0,184;-0,302;-0,295;-0,456;-0,449;-0,196
0,0709999999999999;-0,0900000000000001;-0,192;-0,22;-0,156;-4,16333634234434e-17;-0,244;-0,184;-0,302;-0,295;-0,456;-0,449
0,232;0,0709999999999999;-0,0900000000000001;-0,192;-0,22;-0,156;-4,16333634234434e-17;-0,244;-0,184;-0,302;-0,295;-0,456
0,405;0,232;0,0709999999999999;-0,0900000000000001;-0,192;-0,22;-0,156;-4,16333634234434e-17;-0,244;-0,184;-0,302;-0,295
0,34;0,405;0,232;0,0709999999999999;-0,0900000000000001;-0,192;-0,22;-0,156;-4,16333634234434e-17;-0,244;-0,184;-0,302
0,435;0,34;0,405;0,232;0,0709999999999999;-0,0900000000000001;-0,192;-0,22;-0,156;-4,16333634234434e-17;-0,244;-0,184
0,186;0,435;0,34;0,405;0,232;0,0709999999999999;-0,0900000000000001;-0,192;-0,22;-0,156;-4,16333634234434e-17;-0,244
0,07;0,186;0,435;0,34;0,405;0,232;0,0709999999999999;-0,0900000000000001;-0,192;-0,22;-0,156;-4,16333634234434e-17
-0,08;0,07;0,186;0,435;0,34;0,405;0,232;0,0709999999999999;-0,0900000000000001;-0,192;-0,22;-0,156
0,061;-0,08;0,07;0,186;0,435;0,34;0,405;0,232;0,0709999999999999;-0,0900000000000001;-0,192;-0,22
0,308;0,061;-0,08;0,07;0,186;0,435;0,34;0,405;0,232;0,0709999999999999;-0,0900000000000001;-0,192
0,369;0,308;0,061;-0,08;0,07;0,186;0,435;0,34;0,405;0,232;0,0709999999999999;-0,0900000000000001
0,614;0,369;0,308;0,061;-0,08;0,07;0,186;0,435;0,34;0,405;0,232;0,0709999999999999
0,741;0,614;0,369;0,308;0,061;-0,08;0,07;0,186;0,435;0,34;0,405;0,232
1,023;0,741;0,614;0,369;0,308;0,061;-0,08;0,07;0,186;0,435;0,34;0,405
0,98;1,023;0,741;0,614;0,369;0,308;0,061;-0,08;0,07;0,186;0,435;0,34
1,204;0,98;1,023;0,741;0,614;0,369;0,308;0,061;-0,08;0,07;0,186;0,435
1,308;1,204;0,98;1,023;0,741;0,614;0,369;0,308;0,061;-0,08;0,07;0,186
1,466;1,308;1,204;0,98;1,023;0,741;0,614;0,369;0,308;0,061;-0,08;0,07
1,838;1,466;1,308;1,204;0,98;1,023;0,741;0,614;0,369;0,308;0,061;-0,08
2,358;1,838;1,466;1,308;1,204;0,98;1,023;0,741;0,614;0,369;0,308;0,061
2,824;2,358;1,838;1,466;1,308;1,204;0,98;1,023;0,741;0,614;0,369;0,308
3,219;2,824;2,358;1,838;1,466;1,308;1,204;0,98;1,023;0,741;0,614;0,369
3,643;3,219;2,824;2,358;1,838;1,466;1,308;1,204;0,98;1,023;0,741;0,614
3,931;3,643;3,219;2,824;2,358;1,838;1,466;1,308;1,204;0,98;1,023;0,741
4,191;3,931;3,643;3,219;2,824;2,358;1,838;1,466;1,308;1,204;0,98;1,023
4,282;4,191;3,931;3,643;3,219;2,824;2,358;1,838;1,466;1,308;1,204;0,98
4,781;4,282;4,191;3,931;3,643;3,219;2,824;2,358;1,838;1,466;1,308;1,204
4,812;4,781;4,282;4,191;3,931;3,643;3,219;2,824;2,358;1,838;1,466;1,308
4,994;4,812;4,781;4,282;4,191;3,931;3,643;3,219;2,824;2,358;1,838;1,466
5,486;4,994;4,812;4,781;4,282;4,191;3,931;3,643;3,219;2,824;2,358;1,838
5,554;5,486;4,994;4,812;4,781;4,282;4,191;3,931;3,643;3,219;2,824;2,358
5,509;5,554;5,486;4,994;4,812;4,781;4,282;4,191;3,931;3,643;3,219;2,824
5,404;5,509;5,554;5,486;4,994;4,812;4,781;4,282;4,191;3,931;3,643;3,219
5,241;5,404;5,509;5,554;5,486;4,994;4,812;4,781;4,282;4,191;3,931;3,643
5,291;5,241;5,404;5,509;5,554;5,486;4,994;4,812;4,781;4,282;4,191;3,931
5,333;5,291;5,241;5,404;5,509;5,554;5,486;4,994;4,812;4,781;4,282;4,191
5,08;5,333;5,291;5,241;5,404;5,509;5,554;5,486;4,994;4,812;4,781;4,282
5,21;5,08;5,333;5,291;5,241;5,404;5,509;5,554;5,486;4,994;4,812;4,781
5,228;5,21;5,08;5,333;5,291;5,241;5,404;5,509;5,554;5,486;4,994;4,812
5,331;5,228;5,21;5,08;5,333;5,291;5,241;5,404;5,509;5,554;5,486;4,994
5,411;5,331;5,228;5,21;5,08;5,333;5,291;5,241;5,404;5,509;5,554;5,486
5,129;5,411;5,331;5,228;5,21;5,08;5,333;5,291;5,241;5,404;5,509;5,554
5,347;5,129;5,411;5,331;5,228;5,21;5,08;5,333;5,291;5,241;5,404;5,509
5,368;5,347;5,129;5,411;5,331;5,228;5,21;5,08;5,333;5,291;5,241;5,404
5,366;5,368;5,347;5,129;5,411;5,331;5,228;5,21;5,08;5,333;5,291;5,241
5,396;5,366;5,368;5,347;5,129;5,411;5,331;5,228;5,21;5,08;5,333;5,291
5,309;5,396;5,366;5,368;5,347;5,129;5,411;5,331;5,228;5,21;5,08;5,333
5,166;5,309;5,396;5,366;5,368;5,347;5,129;5,411;5,331;5,228;5,21;5,08
5,907;5,166;5,309;5,396;5,366;5,368;5,347;5,129;5,411;5,331;5,228;5,21
6,039;5,907;5,166;5,309;5,396;5,366;5,368;5,347;5,129;5,411;5,331;5,228
5,792;6,039;5,907;5,166;5,309;5,396;5,366;5,368;5,347;5,129;5,411;5,331
5,774;5,792;6,039;5,907;5,166;5,309;5,396;5,366;5,368;5,347;5,129;5,411
5,992;5,774;5,792;6,039;5,907;5,166;5,309;5,396;5,366;5,368;5,347;5,129
5,983;5,992;5,774;5,792;6,039;5,907;5,166;5,309;5,396;5,366;5,368;5,347
6,13;5,983;5,992;5,774;5,792;6,039;5,907;5,166;5,309;5,396;5,366;5,368
6,28;6,13;5,983;5,992;5,774;5,792;6,039;5,907;5,166;5,309;5,396;5,366
6,423;6,28;6,13;5,983;5,992;5,774;5,792;6,039;5,907;5,166;5,309;5,396
6,147;6,423;6,28;6,13;5,983;5,992;5,774;5,792;6,039;5,907;5,166;5,309
6,127;6,147;6,423;6,28;6,13;5,983;5,992;5,774;5,792;6,039;5,907;5,166
6,345;6,127;6,147;6,423;6,28;6,13;5,983;5,992;5,774;5,792;6,039;5,907
5,804;6,345;6,127;6,147;6,423;6,28;6,13;5,983;5,992;5,774;5,792;6,039
5,354;5,804;6,345;6,127;6,147;6,423;6,28;6,13;5,983;5,992;5,774;5,792
5,357;5,354;5,804;6,345;6,127;6,147;6,423;6,28;6,13;5,983;5,992;5,774
5,657;5,357;5,354;5,804;6,345;6,127;6,147;6,423;6,28;6,13;5,983;5,992
5,574;5,657;5,357;5,354;5,804;6,345;6,127;6,147;6,423;6,28;6,13;5,983
6,183;5,574;5,657;5,357;5,354;5,804;6,345;6,127;6,147;6,423;6,28;6,13
5,602;6,183;5,574;5,657;5,357;5,354;5,804;6,345;6,127;6,147;6,423;6,28
5,424;5,602;6,183;5,574;5,657;5,357;5,354;5,804;6,345;6,127;6,147;6,423
5,407;5,424;5,602;6,183;5,574;5,657;5,357;5,354;5,804;6,345;6,127;6,147
5,741;5,407;5,424;5,602;6,183;5,574;5,657;5,357;5,354;5,804;6,345;6,127
5,751;5,741;5,407;5,424;5,602;6,183;5,574;5,657;5,357;5,354;5,804;6,345
5,666;5,751;5,741;5,407;5,424;5,602;6,183;5,574;5,657;5,357;5,354;5,804
5,732;5,666;5,751;5,741;5,407;5,424;5,602;6,183;5,574;5,657;5,357;5,354
6,391;5,732;5,666;5,751;5,741;5,407;5,424;5,602;6,183;5,574;5,657;5,357
6,765;6,391;5,732;5,666;5,751;5,741;5,407;5,424;5,602;6,183;5,574;5,657
6,771;6,765;6,391;5,732;5,666;5,751;5,741;5,407;5,424;5,602;6,183;5,574
6,737;6,771;6,765;6,391;5,732;5,666;5,751;5,741;5,407;5,424;5,602;6,183
6,414;6,737;6,771;6,765;6,391;5,732;5,666;5,751;5,741;5,407;5,424;5,602
6,909;6,414;6,737;6,771;6,765;6,391;5,732;5,666;5,751;5,741;5,407;5,424
7,007;6,909;6,414;6,737;6,771;6,765;6,391;5,732;5,666;5,751;5,741;5,407
7,021;7,007;6,909;6,414;6,737;6,771;6,765;6,391;5,732;5,666;5,751;5,741
6,878;7,021;7,007;6,909;6,414;6,737;6,771;6,765;6,391;5,732;5,666;5,751
6,738;6,878;7,021;7,007;6,909;6,414;6,737;6,771;6,765;6,391;5,732;5,666
6,655;6,738;6,878;7,021;7,007;6,909;6,414;6,737;6,771;6,765;6,391;5,732
7,071;6,655;6,738;6,878;7,021;7,007;6,909;6,414;6,737;6,771;6,765;6,391
6,964;7,071;6,655;6,738;6,878;7,021;7,007;6,909;6,414;6,737;6,771;6,765
6,758;6,964;7,071;6,655;6,738;6,878;7,021;7,007;6,909;6,414;6,737;6,771
6,647;6,758;6,964;7,071;6,655;6,738;6,878;7,021;7,007;6,909;6,414;6,737
6,641;6,647;6,758;6,964;7,071;6,655;6,738;6,878;7,021;7,007;6,909;6,414
6,711;6,641;6,647;6,758;6,964;7,071;6,655;6,738;6,878;7,021;7,007;6,909
7,023;6,711;6,641;6,647;6,758;6,964;7,071;6,655;6,738;6,878;7,021;7,007
7,166;7,023;6,711;6,641;6,647;6,758;6,964;7,071;6,655;6,738;6,878;7,021
7,261;7,166;7,023;6,711;6,641;6,647;6,758;6,964;7,071;6,655;6,738;6,878
7,55;7,261;7,166;7,023;6,711;6,641;6,647;6,758;6,964;7,071;6,655;6,738
8,168;7,55;7,261;7,166;7,023;6,711;6,641;6,647;6,758;6,964;7,071;6,655
8,941;8,168;7,55;7,261;7,166;7,023;6,711;6,641;6,647;6,758;6,964;7,071
9,123;8,941;8,168;7,55;7,261;7,166;7,023;6,711;6,641;6,647;6,758;6,964
9,118;9,123;8,941;8,168;7,55;7,261;7,166;7,023;6,711;6,641;6,647;6,758
9,355;9,118;9,123;8,941;8,168;7,55;7,261;7,166;7,023;6,711;6,641;6,647
9,696;9,355;9,118;9,123;8,941;8,168;7,55;7,261;7,166;7,023;6,711;6,641
9,972;9,696;9,355;9,118;9,123;8,941;8,168;7,55;7,261;7,166;7,023;6,711
10,113;9,972;9,696;9,355;9,118;9,123;8,941;8,168;7,55;7,261;7,166;7,023
9,808;10,113;9,972;9,696;9,355;9,118;9,123;8,941;8,168;7,55;7,261;7,166
9,743;9,808;10,113;9,972;9,696;9,355;9,118;9,123;8,941;8,168;7,55;7,261
10,032;9,743;9,808;10,113;9,972;9,696;9,355;9,118;9,123;8,941;8,168;7,55
10,433;10,032;9,743;9,808;10,113;9,972;9,696;9,355;9,118;9,123;8,941;8,168
10,545;10,433;10,032;9,743;9,808;10,113;9,972;9,696;9,355;9,118;9,123;8,941
10,591;10,545;10,433;10,032;9,743;9,808;10,113;9,972;9,696;9,355;9,118;9,123
10,513;10,591;10,545;10,433;10,032;9,743;9,808;10,113;9,972;9,696;9,355;9,118
10,83;10,513;10,591;10,545;10,433;10,032;9,743;9,808;10,113;9,972;9,696;9,355
11,039;10,83;10,513;10,591;10,545;10,433;10,032;9,743;9,808;10,113;9,972;9,696
10,709;11,039;10,83;10,513;10,591;10,545;10,433;10,032;9,743;9,808;10,113;9,972
10,436;10,709;11,039;10,83;10,513;10,591;10,545;10,433;10,032;9,743;9,808;10,113
9,788;10,436;10,709;11,039;10,83;10,513;10,591;10,545;10,433;10,032;9,743;9,808
9,933;9,788;10,436;10,709;11,039;10,83;10,513;10,591;10,545;10,433;10,032;9,743
10,277;9,933;9,788;10,436;10,709;11,039;10,83;10,513;10,591;10,545;10,433;10,032
